
State,City,Suburb,DistanceToAvalon,DistanceToTullamarine,Attractions
Victoria,Geelong,South Geelong,5,60,"Geelong Railway Station, local parks, South Geelong Reserve"
Victoria,Geelong,South Melbourne,130,155,"Crown Casino, South Melbourne Market"
Victoria,Geelong,South Melbourne,220,250,"South Melbourne Market, local parks"
Victoria,Geelong,South Melbourne,70,75,"Crown Casino, South Melbourne Market"
Victoria,Geelong,South Melbourne,75,80,"Melbourne's Crown Casino, local shopping"
Victoria,Geelong,South Melbourne,90,100,"Albert Park Lake, South Melbourne Market"
Victoria,Geelong,South Yarra,130,150,"Chapel Street, local parks"
Victoria,Geelong,South Yarra,230,260,"Royal Botanic Gardens, Chapel Street"
Victoria,Geelong,South Yarra,270,300,"Chapel Street, local parks"
Victoria,Geelong,South Yarra,75,80,"Chapel Street, local cafes"
Victoria,Geelong,South Yarra,90,100,"Fawkner Park, Toorak Road"
Victoria,Geelong,Southern Geelong,15,70,"Barwon River, Geelong Botanic Gardens"
Victoria,Geelong,Spotswood,220,250,"Spotswood Park, local shops"
Victoria,Geelong,Springvale South,210,240,"Springvale South Shopping Centre, local parks"
Victoria,Geelong,Springvale,115,130,"Springvale Shopping Centre, local parks"
Victoria,Geelong,Springvale,180,210,"Springvale Shopping Centre, local parks"
Victoria,Geelong,Springvale,280,310,"Springvale Shopping Centre, local parks"
Victoria,Geelong,St Albans Park,10,60,"St Albans Park Reserve, local shops, residential area"
Victoria,Geelong,St Albans Park,10,60,"St Albans Park, local cafes, local community centre"
Victoria,Geelong,St Albans Park,24,84,"St Albans Park Reserve, local schools"
Victoria,Geelong,St Albans Park,27,87,"Grinter Reserve, local walking trails, community parks"
Victoria,Geelong,St Albans Park,29,79,"St Albans Park, local parks, residential areas"
Victoria,Geelong,St Albans,55,65,"St Albans Shopping Centre, local parks"
Victoria,Geelong,St Albans,60,75,"St Albans Park, St Albans Heights"
Victoria,Geelong,St Albans,60,95,"St Albans Park, local shopping areas, parks"
Victoria,Geelong,St Albans,65,80,"St Albans Park, Victoria University"
Victoria,Geelong,St Helena,80,110,"St Helena Park, local farms"
Victoria,Geelong,St Kilda East,130,150,"Rippon Lea Estate, local parks"
Victoria,Geelong,St Kilda East,270,300,"St Kilda East Village, local parks"
Victoria,Geelong,St Kilda East,85,95,"Chapel Street, St Kilda Town Hall"
Victoria,Geelong,St Kilda West,90,100,"St Kilda Pier, St Kilda Road"
Victoria,Geelong,St Kilda,270,300,"St Kilda Beach, local parks"
Victoria,Geelong,St Kilda,70,75,"St Kilda Beach, Luna Park"
Victoria,Geelong,St Kilda,85,95,"St Kilda Beach, Luna Park"
Victoria,Geelong,St Kilda,85,95,"St Kilda Beach, St Kilda Pier"
Victoria,Geelong,St Leonards,35,105,"St Leonards Beach, local parks, Bellarine Peninsula wineries"
Victoria,Geelong,St Leonards,42,102,"St Leonards Beach, local coastal walks, Bellarine Peninsula wineries"
Victoria,Geelong,St Leonards,48,108,"St Leonards Beach, local parks, coastal walking trails"
Victoria,Geelong,St Leonards,50,120,"St Leonards Beach, local parks, Bellarine Peninsula"
Victoria,Geelong,St Leonards,60,120,"St Leonards Beach, local wineries, coastal walks"
Victoria,Geelong,Strathmore,75,80,"Strathmore Golf Club, local parks"
Victoria,Geelong,Strathmore,75,90,"Strathmore Community Centre, Napier Park"
Victoria,Geelong,Sunbury,55,70,"Sunbury Lions Park, Sunbury Village"
Victoria,Geelong,Sunshine,45,50,"Sunshine Marketplace, local parks"
Victoria,Geelong,Sunshine,55,90,"Sunshine Market Place, local parks, shopping areas"
Victoria,Geelong,Sunshine,70,80,"Sunshine Marketplace, Hampshire Road"
Victoria,Geelong,Sunshine,80,90,"Sunshine Marketplace, local parks"
Victoria,Geelong,Surrey Hills,260,290,"Surrey Hills Park, local shops"
Victoria,Geelong,Sutherlands Creek,25,80,"Sutherlands Creek Bush Reserve, local parks"
Victoria,Geelong,Swan Bay,52,112,"Swan Bay, local wildlife, coastal scenery"
Victoria,Geelong,Swan Reach,300,360,"Swan Reach Reserve, local parks"
Victoria,Geelong,Sydenham,50,65,"Watergardens Shopping Centre, Sydenham Railway Station"
Victoria,Geelong,Tawonga,370,440,"Tawonga South, local parks"
Victoria,Geelong,Teesdale,35,95,"Teesdale Bushland Reserve, local parks, rural scenery"
Victoria,Geelong,Teesdale,42,102,"Teesdale Nature Reserve, local walking trails, countryside"
Victoria,Geelong,Templestowe Lower,100,115,"Templestowe College, Yarra River Trail"
Victoria,Geelong,Templestowe Lower,170,200,"Touchette Reserve, local parks"
Victoria,Geelong,Templestowe,150,180,"Templestowe Village, local parks"
Victoria,Geelong,Templestowe,250,280,"Templestowe Reserve, local cafes"
Victoria,Geelong,Templestowe,90,110,"Templestowe Village, Ruffey Lake Park"
Victoria,Geelong,Templestowe,95,110,"Templestowe Park, Yarra River"
Victoria,Geelong,The Basin,95,110,"The Basin Community Park, Dandenong Ranges"
Victoria,Geelong,The Geelong Showgrounds,27,87,"Geelong Showgrounds, local events"
Victoria,Geelong,The Gurdies,290,340,"The Gurdies Wetlands, local parks"
Victoria,Geelong,The Hill,27,87,"Local schools, parks, residential areas"
Victoria,Geelong,Thomson,10,35,"Thomson Railway Station, Geelong Botanic Gardens"
Victoria,Geelong,Thomson,30,90,"Thomson Park, local schools, residential area"
Victoria,Geelong,Thornbury,230,260,"Thornbury Theatre, local parks"
Victoria,Geelong,Thornbury,80,100,"Northcote Golf Club, local parks"
Victoria,Geelong,Thornbury,80,90,"Thornbury Village, local parks"
Victoria,Geelong,Thornbury,85,100,"Thornbury Village, Westgarth Cinema"
Victoria,Geelong,Thredbo,390,460,"Thredbo Village, local parks"
Victoria,Geelong,Toorak,130,145,"Toorak Village, local cafes"
Victoria,Geelong,Toorak,270,300,"Toorak Village, local parks"
Victoria,Geelong,Toorak,85,95,"Toorak Village, Como House"
Victoria,Geelong,Toorak,90,100,"Toorak Village, Rockley Gardens"
Victoria,Geelong,Torquay,40,100,"Bells Beach, Surf World Museum, Great Ocean Road"
Victoria,Geelong,Torquay,70,135,"Torquay Beach, Bells Beach, Surf Coast Walk, local shops"
Victoria,Geelong,Tottenham,60,75,"Tottenham Reserve, West Gate Bridge"
Victoria,Geelong,Travancore,85,100,"Travancore Park, Flemington Racecourse"
Victoria,Geelong,Truganina,250,280,"Truganina Park, local shops"
Victoria,Geelong,Truganina,35,50,"Truganina Park, Werribee Plaza"
Victoria,Geelong,Truganina,50,95,"Truganina Park, local shops, residential areas"
Victoria,Geelong,Tyabb,250,280,"Tyabb Airfield, local parks"
Victoria,Geelong,Upper Ferntree Gully,100,115,"Upper Ferntree Gully Railway Station, Dandenong Ranges"
Victoria,Geelong,Upper Murray,380,450,"Upper Murray River, local parks"
Victoria,Geelong,Valley View,120,130,"Valley View Estate, Black Hill Reserve"
Victoria,Geelong,Viewbank,100,115,"Viewbank Conservation Reserve, Banyule Flats"
Victoria,Geelong,Wallace,45,100,"Wallace Wineries, local parks, rural views"
Victoria,Geelong,Wallan,110,125,"Wallan Central Park, Mount Disappointment"
Victoria,Geelong,Wallington,30,90,"Wallington Orchard, local wineries, rural views"
Victoria,Geelong,Wallington,40,100,"Wallington Reserve, local wineries, rural countryside"
Victoria,Geelong,Wallington,40,100,"Wallington Reserve, rural scenery, local wineries"
Victoria,Geelong,Wallington,41,101,"Wallington Reserve, local wineries, rural countryside"
Victoria,Geelong,Wallington,50,110,"Wallington Beach, local wineries, Bellarine Peninsula"
Victoria,Geelong,Wallington,50,115,"Wallington Park, local farms"
Victoria,Geelong,Warragul,130,150,"Warragul Botanic Gardens, Mount Baw Baw"
Victoria,Geelong,Warrandyte,105,120,"Warrandyte State Park, Yarra River"
Victoria,Geelong,Warrandyte,150,180,"Warrandyte State Park, local parks"
Victoria,Geelong,Warrandyte,250,280,"Warrandyte State Park, local cafes"
Victoria,Geelong,Waterways,50,65,"Waterways Wetlands, Braeside Park"
Victoria,Geelong,Watsonia,240,270,"Watsonia Park, local shops"
Victoria,Geelong,Waurn Ponds,15,70,"Waurn Ponds Shopping Centre, local parks, Deakin University"
Victoria,Geelong,Waurn Ponds,20,70,"Waurn Ponds Creek, local shops, Deakin University"
Victoria,Geelong,Waurn Ponds,25,85,"Waurn Ponds Creek, local parks, Waurn Ponds Shopping Centre"
Victoria,Geelong,Waurn Ponds,26,86,"Waurn Ponds Creek, local parks, Waurn Ponds Shopping Centre"
Victoria,Geelong,Waurn Ponds,30,90,"Waurn Ponds Shopping Centre, Deakin University, Epworth Hospital"
Victoria,Geelong,Waurn Ponds,30,90,"Waurn Ponds Shopping Centre, local parks, walking trails"
Victoria,Geelong,Werribee,40,50,"Werribee Zoo, Werribee Mansion, local parks"
Victoria,Geelong,Werribee,40,50,"Werribee Zoo, Werribee Park"
Victoria,Geelong,Werribee,40,70,"Werribee Zoo, Werribee Park, local shops, Victoria State Rose Garden"
Victoria,Geelong,West Footscray,55,65,"Footscray Market, Maribyrnong River"
Victoria,Geelong,West Geelong,20,75,"Geelong Showgrounds, local cafes, residential areas"
Victoria,Geelong,West Melbourne,90,100,"Flagstaff Gardens, Queen Victoria Market"
Victoria,Geelong,West Richmond,90,100,"Richmond Park, Melbourne Zoo"
Victoria,Geelong,Wheelers Hill,85,100,"Wheelers Hill Park, Jells Park"
Victoria,Geelong,Whittington,10,55,"Whittington Reserve, local parks"
Victoria,Geelong,Whittington,12,60,"Whittington Beach, local parks, Whittington Football Club"
Victoria,Geelong,Whittington,21,81,"Whittington Recreation Reserve, local schools"
Victoria,Geelong,Whittington,33,83,"Whittington Recreation Reserve, local parks, waterfront views"
Victoria,Geelong,Whittlesea,160,190,"Whittlesea Agricultural Show, local parks"
Victoria,Geelong,Williamstown North,45,65,"Williamstown Gardens, Seaworks Maritime Museum"
Victoria,Geelong,Williamstown,220,250,"Williamstown Beach, local parks"
Victoria,Geelong,Williamstown,40,60,"Williamstown Beach, Williamstown Pier"
Victoria,Geelong,Williamstown,47,107,"Williamstown Beach, Williamstown Pier, historical sites"
Victoria,Geelong,Williamstown,60,70,"Williamstown Beach, Williamstown Pier"
Victoria,Geelong,Williamstown,65,70,"Williamstown Beach, Williamstown Pier"
Victoria,Geelong,Williamstown,70,120,"Williamstown Beach, Williamstown Botanic Gardens, Seaworks"
Victoria,Geelong,Windsor,130,150,"Windsor Shopping Centre, local parks"
Victoria,Geelong,Wodonga,210,230,"Wodonga Botanic Gardens, Lake Hume"
Victoria,Geelong,Wodonga,360,430,"Wodonga Rail Trail, local parks"
Victoria,Geelong,Wollert,90,120,"Aurora Village, local parks"
Victoria,Geelong,Wonga Park,260,290,"Wonga Park, local parks"
Victoria,Geelong,Yarraville,220,250,"Yarraville Gardens, local cafes"
Victoria,Geelong,Yarraville,55,70,"Yarraville Gardens, Sun Theatre"
Victoria,Geelong,Yuroke,65,80,"Yuroke Nature Reserve, Sunbury Road"
Victoria,Geelong,Zeehan,150,170,"Zeehan Park, West Coast Heritage Centre"
